num_chunks,weight_load_gb,latency_ms,achieved_tflops,utilization_pct,total_energy_j,sram_spilled,tflops_per_dollar
1.0,1.8125,104.6491481944199,945.598203207511,93.26456208254866,3.194918797312,Yes,42.96220823296279
2.0,3.625,105.44650286108657,938.447874655483,92.55932357967379,3.383360487424,Yes,42.63734096571935
4.0,7.25,107.0412121944199,924.466796210279,91.18036668845858,3.7602438676479997,Yes,42.002126134042655
8.0,14.5,110.23063086108655,897.7182270193584,88.54214933201284,4.514010628095999,Yes,40.786834485204835
16.0,29.0,117.30851886108655,843.5537969499127,83.19989949086218,6.2277025792,No,38.32593352793788
32.0,58.0,132.51287086108655,746.7655470507145,73.6536527753277,9.96432412672,No,33.92846647209062
64.0,116.0,162.92157486108655,607.3845442766797,59.906473326114885,17.43756722176,No,27.595844810389806
