model_name,model_type,total_tiles,total_sram_mb,peak_compute_tflops,latency_ms,compute_time_ms,weight_stream_time_ms,noc_total_latency_ms,act_spill_time_ms,achieved_tflops,pcu_utilization_pct,total_energy_j,sram_spilled,bottleneck,grid_dim,sram_per_tile_kb,compression,hbm_bandwidth_gb_s
LLaMA-3-70B,dense,1024,256.0,1048.576,19.329903675362317,18.80598260869565,0.39594666666666667,0.5120426666666666,0.0,938.5427968493975,89.5064160203359,0.6873021415424,False,Compute Pipeline Bound (Balanced Design),32x32,256,INT4,4800.0
DeepSeek-V3-MoE,moe,1024,256.0,1048.576,65.9023591884058,65.44695652173912,0.24533333333333332,0.4480426666666667,0.0,958.023658465743,91.36425575883321,1.7232918740992,False,Compute Pipeline Bound (Balanced Design),32x32,256,INT4,4800.0
LLaMA-3-70B,dense,2304,144.0,2359.296,11.155573426086956,8.358214492753623,1.5837866666666667,2.048064,0.7017813333333334,1626.2670833109878,68.930184398693,0.7914282549248,True,Compute Pipeline Bound (Balanced Design),48x48,64,None,1200.0
DeepSeek-V3-MoE,moe,2304,144.0,2359.296,31.50159489855073,29.087536231884062,0.9813333333333333,1.792064,0.5925546666666667,2004.2165945732684,84.9497729226544,1.8112313294848001,True,Compute Pipeline Bound (Balanced Design),48x48,64,None,1200.0
LLaMA-3-70B,dense,2304,144.0,2359.296,10.780925959420289,8.358214492753623,0.7918933333333333,2.048064,0.3508906666666667,1682.7814166047317,71.32557409518483,0.7914282549248,True,Compute Pipeline Bound (Balanced Design),48x48,64,None,2400.0
DeepSeek-V3-MoE,moe,2304,144.0,2359.296,31.190597565217395,29.087536231884062,0.49066666666666664,1.792064,0.29627733333333334,2024.2003738205697,85.79679590100478,1.8112313294848001,True,Compute Pipeline Bound (Balanced Design),48x48,64,None,2400.0
LLaMA-3-70B,dense,2304,144.0,2359.296,10.593602226086958,8.358214492753623,0.39594666666666667,2.048064,0.17544533333333334,1712.5375742001247,72.5868044620143,0.7914282549248,True,Compute Pipeline Bound (Balanced Design),48x48,64,None,4800.0
DeepSeek-V3-MoE,moe,2304,144.0,2359.296,31.03509889855073,29.087536231884062,0.24533333333333332,1.792064,0.14813866666666667,2034.3424539287778,86.22667329274401,1.8112313294848001,True,Compute Pipeline Bound (Balanced Design),48x48,64,None,4800.0
LLaMA-3-70B,dense,2304,144.0,2359.296,9.69466675942029,8.358214492753623,1.5837866666666667,1.024064,0.26487466666666665,1871.332177630088,79.3173971231286,0.7265742487552,True,Compute Pipeline Bound (Balanced Design),48x48,64,FP8,1200.0
DeepSeek-V3-MoE,moe,2304,144.0,2359.296,30.223301565217394,29.087536231884062,0.9813333333333333,0.896064,0.21026133333333333,2088.9848554421446,88.54272017763539,1.7544840740864,True,Compute Pipeline Bound (Balanced Design),48x48,64,FP8,1200.0
LLaMA-3-70B,dense,2304,144.0,2359.296,9.538472626086955,8.358214492753623,0.7918933333333333,1.024064,0.13243733333333332,1901.9755645874839,80.616233172416,0.7265742487552,True,Compute Pipeline Bound (Balanced Design),48x48,64,FP8,2400.0
DeepSeek-V3-MoE,moe,2304,144.0,2359.296,30.10345089855073,29.087536231884062,0.49066666666666664,0.896064,0.10513066666666666,2097.3017168021606,88.89523471417579,1.7544840740864,True,Compute Pipeline Bound (Balanced Design),48x48,64,FP8,2400.0
LLaMA-3-70B,dense,2304,144.0,2359.296,9.46037555942029,8.358214492753623,0.39594666666666667,1.024064,0.06621866666666666,1917.6767079018257,81.28173437762052,0.7265742487552,True,Compute Pipeline Bound (Balanced Design),48x48,64,FP8,4800.0
DeepSeek-V3-MoE,moe,2304,144.0,2359.296,30.043525565217394,29.087536231884062,0.24533333333333332,0.896064,0.05256533333333333,2101.4850309144517,89.07254667979142,1.7544840740864,True,Compute Pipeline Bound (Balanced Design),48x48,64,FP8,4800.0
LLaMA-3-70B,dense,2304,144.0,2359.296,8.964213426086957,8.358214492753623,1.5837866666666667,0.512064,0.046421333333333335,2023.8185991320477,85.78061418033379,0.6941472456704001,True,Compute Pipeline Bound (Balanced Design),48x48,64,INT4,1200.0
DeepSeek-V3-MoE,moe,2304,144.0,2359.296,29.58415489855073,29.087536231884062,0.9813333333333333,0.448064,0.019114666666666672,2134.1160316292458,90.45562878202846,1.7261104463872001,True,Compute Pipeline Bound (Balanced Design),48x48,64,INT4,1200.0
LLaMA-3-70B,dense,2304,144.0,2359.296,8.91724595942029,8.358214492753623,0.7918933333333333,0.512064,0.023210666666666668,2034.4781270879516,86.23242387084757,0.6941472456704001,True,Compute Pipeline Bound (Balanced Design),48x48,64,INT4,2400.0
DeepSeek-V3-MoE,moe,2304,144.0,2359.296,29.559877565217395,29.087536231884062,0.49066666666666664,0.448064,0.009557333333333336,2135.8687671119137,90.52991939595175,1.7261104463872001,True,Compute Pipeline Bound (Balanced Design),48x48,64,INT4,2400.0
LLaMA-3-70B,dense,2304,144.0,2359.296,8.893762226086958,8.358214492753623,0.39594666666666667,0.512064,0.011605333333333334,2039.850110349309,86.46011820260405,0.6941472456704001,True,Compute Pipeline Bound (Balanced Design),48x48,64,INT4,4800.0
DeepSeek-V3-MoE,moe,2304,144.0,2359.296,29.547738898550726,29.087536231884062,0.24533333333333332,0.448064,0.004778666666666668,2136.746214929384,90.56711048250769,1.7261104463872001,True,Compute Pipeline Bound (Balanced Design),48x48,64,INT4,4800.0
LLaMA-3-70B,dense,2304,288.0,2359.296,11.031055026086957,8.358214492753623,1.5837866666666667,2.048064,0.5297493333333333,1644.6243641610665,69.70826738828306,0.7660611043328001,True,Compute Pipeline Bound (Balanced Design),48x48,128,None,1200.0
DeepSeek-V3-MoE,moe,2304,288.0,2359.296,31.359002898550727,29.087536231884062,0.9813333333333333,1.792064,0.42052266666666666,2013.3299344832758,85.3360466208257,1.7858641788928,True,Compute Pipeline Bound (Balanced Design),48x48,128,None,1200.0
LLaMA-3-70B,dense,2304,288.0,2359.296,10.718666759420291,8.358214492753623,0.7918933333333333,2.048064,0.26487466666666665,1692.5558248519696,71.73986752200528,0.7660611043328001,True,Compute Pipeline Bound (Balanced Design),48x48,128,None,2400.0
DeepSeek-V3-MoE,moe,2304,288.0,2359.296,31.119301565217395,29.087536231884062,0.49066666666666664,1.792064,0.21026133333333333,2028.8379261624646,85.99336099253611,1.7858641788928,True,Compute Pipeline Bound (Balanced Design),48x48,128,None,2400.0
LLaMA-3-70B,dense,2304,288.0,2359.296,10.562472626086956,8.358214492753623,0.39594666666666667,2.048064,0.13243733333333332,1717.5847455923756,72.80073147211607,0.7660611043328001,True,Compute Pipeline Bound (Balanced Design),48x48,128,None,4800.0
DeepSeek-V3-MoE,moe,2304,288.0,2359.296,30.99945089855073,29.087536231884062,0.24533333333333332,1.792064,0.10513066666666666,2036.6818579406415,86.32583016038011,1.7858641788928,True,Compute Pipeline Bound (Balanced Design),48x48,128,None,4800.0
LLaMA-3-70B,dense,2304,288.0,2359.296,9.57014835942029,8.358214492753623,1.5837866666666667,1.024064,0.09284266666666667,1895.6803151798727,80.34940572017555,0.7012070981631999,True,Compute Pipeline Bound (Balanced Design),48x48,128,FP8,1200.0
DeepSeek-V3-MoE,moe,2304,288.0,2359.296,30.080709565217393,29.087536231884062,0.9813333333333333,0.896064,0.038229333333333344,2098.8872989952592,88.96244044813619,1.7291169234944002,True,Compute Pipeline Bound (Balanced Design),48x48,128,FP8,1200.0
LLaMA-3-70B,dense,2304,288.0,2359.296,9.476213426086955,8.358214492753623,0.7918933333333333,1.024064,0.046421333333333335,1914.471639944417,81.14588588902863,0.7012070981631999,True,Compute Pipeline Bound (Balanced Design),48x48,128,FP8,2400.0
DeepSeek-V3-MoE,moe,2304,288.0,2359.296,30.03215489855073,29.087536231884062,0.49066666666666664,0.896064,0.019114666666666672,2102.2806876321342,89.10627100762831,1.7291169234944002,True,Compute Pipeline Bound (Balanced Design),48x48,128,FP8,2400.0
LLaMA-3-70B,dense,2304,288.0,2359.296,9.429245959420289,8.358214492753623,0.39594666666666667,1.024064,0.023210666666666668,1924.0077028831015,81.55007692477339,0.7012070981631999,True,Compute Pipeline Bound (Balanced Design),48x48,128,FP8,4800.0
DeepSeek-V3-MoE,moe,2304,288.0,2359.296,30.007877565217395,29.087536231884062,0.24533333333333332,0.896064,0.009557333333333336,2103.9814999905875,89.17836083266312,1.7291169234944002,True,Compute Pipeline Bound (Balanced Design),48x48,128,FP8,4800.0
LLaMA-3-70B,dense,2304,288.0,2359.296,8.965305692753624,8.358214492753623,1.5837866666666667,0.512064,0.0,2023.5720320130927,85.77016330350634,0.6873021415424,False,Compute Pipeline Bound (Balanced Design),48x48,128,INT4,1200.0
DeepSeek-V3-MoE,moe,2304,288.0,2359.296,29.59448023188406,29.087536231884062,0.9813333333333333,0.448064,0.0,2133.3714515850647,90.42406936582205,1.7232918740992,False,Compute Pipeline Bound (Balanced Design),48x48,128,INT4,1200.0
LLaMA-3-70B,dense,2304,288.0,2359.296,8.917792092753624,8.358214492753623,0.7918933333333333,0.512064,0.0,2034.3535338803974,86.22714292231231,0.6873021415424,False,Compute Pipeline Bound (Balanced Design),48x48,128,INT4,2400.0
DeepSeek-V3-MoE,moe,2304,288.0,2359.296,29.565040231884062,29.087536231884062,0.49066666666666664,0.448064,0.0,2135.4958003105207,90.51411100220238,1.7232918740992,False,Compute Pipeline Bound (Balanced Design),48x48,128,INT4,2400.0
LLaMA-3-70B,dense,2304,288.0,2359.296,8.894035292753623,8.358214492753623,0.39594666666666667,0.512064,0.0,2039.7874824136427,86.45746368466028,0.6873021415424,False,Compute Pipeline Bound (Balanced Design),48x48,128,INT4,4800.0
DeepSeek-V3-MoE,moe,2304,288.0,2359.296,29.55032023188406,29.087536231884062,0.24533333333333332,0.448064,0.0,2136.5595619866685,90.55919909950548,1.7232918740992,False,Compute Pipeline Bound (Balanced Design),48x48,128,INT4,4800.0
LLaMA-3-70B,dense,2304,576.0,2359.296,10.639477426086957,8.358214492753623,1.5837866666666667,2.048064,0.18568533333333334,1705.1534705850997,72.2738253523551,0.7153268031488,True,Compute Pipeline Bound (Balanced Design),48x48,256,None,1200.0
DeepSeek-V3-MoE,moe,2304,576.0,2359.296,30.98549889855073,29.087536231884062,0.9813333333333333,1.792064,0.07645866666666669,2037.5989251589242,86.36470053604654,1.7351298777088,True,Compute Pipeline Bound (Balanced Design),48x48,256,None,1200.0
LLaMA-3-70B,dense,2304,576.0,2359.296,10.522877959420288,8.358214492753623,0.7918933333333333,2.048064,0.09284266666666667,1724.047539871255,73.07466040171539,0.7153268031488,True,Compute Pipeline Bound (Balanced Design),48x48,256,None,2400.0
DeepSeek-V3-MoE,moe,2304,576.0,2359.296,30.932549565217396,29.087536231884062,0.49066666666666664,1.792064,0.038229333333333344,2041.0868207965084,86.51253682439628,1.7351298777088,True,Compute Pipeline Bound (Balanced Design),48x48,256,None,2400.0
LLaMA-3-70B,dense,2304,576.0,2359.296,10.464578226086957,8.358214492753623,0.39594666666666667,2.048064,0.046421333333333335,1733.652467051016,73.48177028448384,0.7153268031488,True,Compute Pipeline Bound (Balanced Design),48x48,256,None,4800.0
DeepSeek-V3-MoE,moe,2304,576.0,2359.296,30.906074898550727,29.087536231884062,0.24533333333333332,1.792064,0.019114666666666672,2042.8352503009244,86.58664492716998,1.7351298777088,True,Compute Pipeline Bound (Balanced Design),48x48,256,None,4800.0
LLaMA-3-70B,dense,2304,576.0,2359.296,9.429792092753623,8.358214492753623,1.5837866666666667,1.024064,0.0,1923.8962725641934,81.54535389218621,0.6875168899072,False,Compute Pipeline Bound (Balanced Design),48x48,256,FP8,1200.0
DeepSeek-V3-MoE,moe,2304,576.0,2359.296,30.013040231884062,29.087536231884062,0.9813333333333333,0.896064,0.0,2103.6195854669886,89.16302089551242,1.7234797789184002,False,Compute Pipeline Bound (Balanced Design),48x48,256,FP8,1200.0
LLaMA-3-70B,dense,2304,576.0,2359.296,9.406035292753621,8.358214492753623,0.7918933333333333,1.024064,0.0,1928.7554526061037,81.75131279017572,0.6875168899072,False,Compute Pipeline Bound (Balanced Design),48x48,256,FP8,2400.0
DeepSeek-V3-MoE,moe,2304,576.0,2359.296,29.998320231884062,29.087536231884062,0.49066666666666664,0.896064,0.0,2104.6518192740386,89.2067726675262,1.7234797789184002,False,Compute Pipeline Bound (Balanced Design),48x48,256,FP8,2400.0
LLaMA-3-70B,dense,2304,576.0,2359.296,9.394156892753625,8.358214492753623,0.39594666666666667,1.024064,0.0,1931.194258880023,81.85468287489248,0.6875168899072,False,Compute Pipeline Bound (Balanced Design),48x48,256,FP8,4800.0
DeepSeek-V3-MoE,moe,2304,576.0,2359.296,29.99096023188406,29.087536231884062,0.24533333333333332,0.896064,0.0,2105.168316154102,89.2286646590382,1.7234797789184002,False,Compute Pipeline Bound (Balanced Design),48x48,256,FP8,4800.0
LLaMA-3-70B,dense,2304,576.0,2359.296,8.917792092753624,8.358214492753623,1.5837866666666667,0.512064,0.0,2034.3535338803974,86.22714292231231,0.6873021415424,False,Compute Pipeline Bound (Balanced Design),48x48,256,INT4,1200.0
DeepSeek-V3-MoE,moe,2304,576.0,2359.296,29.565040231884062,29.087536231884062,0.9813333333333333,0.448064,0.0,2135.4958003105207,90.51411100220238,1.7232918740992,False,Compute Pipeline Bound (Balanced Design),48x48,256,INT4,1200.0
LLaMA-3-70B,dense,2304,576.0,2359.296,8.894035292753623,8.358214492753623,0.7918933333333333,0.512064,0.0,2039.7874824136427,86.45746368466028,0.6873021415424,False,Compute Pipeline Bound (Balanced Design),48x48,256,INT4,2400.0
DeepSeek-V3-MoE,moe,2304,576.0,2359.296,29.55032023188406,29.087536231884062,0.49066666666666664,0.448064,0.0,2136.5595619866685,90.55919909950548,1.7232918740992,False,Compute Pipeline Bound (Balanced Design),48x48,256,INT4,2400.0
LLaMA-3-70B,dense,2304,576.0,2359.296,8.882156892753624,8.358214492753623,0.39594666666666667,0.512064,0.0,2042.5153571769072,86.5730860891091,0.6873021415424,False,Compute Pipeline Bound (Balanced Design),48x48,256,INT4,4800.0
DeepSeek-V3-MoE,moe,2304,576.0,2359.296,29.54296023188406,29.087536231884062,0.24533333333333332,0.448064,0.0,2137.0918403451265,90.58175999726727,1.7232918740992,False,Compute Pipeline Bound (Balanced Design),48x48,256,INT4,4800.0
