model_name,model_type,total_tiles,total_sram_mb,peak_compute_tflops,latency_ms,compute_time_ms,weight_stream_time_ms,noc_total_latency_ms,act_spill_time_ms,achieved_tflops,pcu_utilization_pct,total_energy_j,sram_spilled,bottleneck,grid_dim,sram_mb_size,hbm_bandwidth_gb_s,bus_bandwidth_gb_s
DeepSeek-V3-MoE,moe,262144,256.0,524.288,170.32601600000004,167.25333333333336,1.9626666666666666,1.0769066666666667,0.229376,370.67748506018006,70.70111943439103,2.228618264576,True,Compute Pipeline Bound (Balanced Design),512x512,256.0,2400.0,4800.0
LLaMA-3-70B,dense,262144,256.0,524.288,37.294079999999994,36.044799999999995,0.7918933333333333,0.2525866666666667,0.2839893333333333,486.45634530477764,92.7841845140033,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),512x512,256.0,2400.0,9600.0
DeepSeek-V3-MoE,moe,262144,256.0,524.288,169.7875626666667,167.25333333333336,1.9626666666666666,0.5384533333333333,0.229376,371.8530277459191,70.92533640783675,2.228618264576,True,Compute Pipeline Bound (Balanced Design),512x512,256.0,2400.0,9600.0
LLaMA-3-70B,dense,262144,256.0,524.288,37.55349333333333,36.044799999999995,0.39594666666666667,1.0103466666666667,0.14199466666666666,483.09598516633343,92.14324668242139,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),512x512,256.0,4800.0,2400.0
DeepSeek-V3-MoE,moe,262144,256.0,524.288,170.4050346666667,167.25333333333336,0.9813333333333333,2.1538133333333334,0.114688,370.5055978815523,70.66833455687566,2.228618264576,True,Compute Pipeline Bound (Balanced Design),512x512,256.0,4800.0,2400.0
LLaMA-3-70B,dense,262144,256.0,524.288,37.04832,36.044799999999995,0.39594666666666667,0.5051733333333334,0.14199466666666666,489.68325306799335,93.39966832504145,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),512x512,256.0,4800.0,4800.0
DeepSeek-V3-MoE,moe,262144,256.0,524.288,169.32812800000002,167.25333333333336,0.9813333333333333,1.0769066666666667,0.114688,372.8619692246287,71.1177767228372,2.228618264576,True,Compute Pipeline Bound (Balanced Design),512x512,256.0,4800.0,4800.0
LLaMA-3-70B,dense,262144,256.0,524.288,36.79573333333333,36.044799999999995,0.39594666666666667,0.2525866666666667,0.14199466666666666,493.0447151020408,94.0408163265306,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),512x512,256.0,4800.0,9600.0
DeepSeek-V3-MoE,moe,262144,256.0,524.288,168.78967466666668,167.25333333333336,0.9813333333333333,0.5384533333333333,0.114688,374.05143043188986,71.3446484435825,2.228618264576,True,Compute Pipeline Bound (Balanced Design),512x512,256.0,4800.0,9600.0
LLaMA-3-70B,dense,506944,64.0,1013.888,21.872107035643648,18.638997702310313,1.5837866666666667,1.0103466666666667,0.7973546666666667,829.455608860142,81.80939204923443,0.8089570902016,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,1200.0,2400.0
DeepSeek-V3-MoE,moe,506944,64.0,1013.888,92.86251476261414,86.48777342928081,3.925333333333333,2.1538133333333334,0.688128,679.8870288253077,67.05740957830724,2.2624411320320004,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,1200.0,2400.0
LLaMA-3-70B,dense,506944,64.0,1013.888,21.366933702310313,18.638997702310313,1.5837866666666667,0.5051733333333334,0.7973546666666667,849.0662306095137,83.74359205449849,0.8089570902016,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,1200.0,4800.0
DeepSeek-V3-MoE,moe,506944,64.0,1013.888,91.78560809594748,86.48777342928081,3.925333333333333,1.0769066666666667,0.688128,687.8640405716022,67.84418402936046,2.2624411320320004,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,1200.0,4800.0
LLaMA-3-70B,dense,506944,64.0,1013.888,21.114347035643647,18.638997702310313,1.5837866666666667,0.2525866666666667,0.7973546666666667,859.2234383416234,84.74539972281192,0.8089570902016,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,1200.0,9600.0
DeepSeek-V3-MoE,moe,506944,64.0,1013.888,91.24715476261414,86.48777342928081,3.925333333333333,0.5384533333333333,0.688128,691.9231554721105,68.24453543903375,2.2624411320320004,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,1200.0,9600.0
LLaMA-3-70B,dense,506944,64.0,1013.888,20.76072570231031,18.638997702310313,0.7918933333333333,1.0103466666666667,0.39867733333333333,873.8587522634198,86.18888400527669,0.8089570902016,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,2400.0,2400.0
DeepSeek-V3-MoE,moe,506944,64.0,1013.888,90.75205076261415,86.48777342928081,1.9626666666666666,2.1538133333333334,0.344064,695.6979894189814,68.6168481547253,2.2624411320320004,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,2400.0,2400.0
LLaMA-3-70B,dense,506944,64.0,1013.888,20.255552368976975,18.638997702310313,0.7918933333333333,0.5051733333333334,0.39867733333333333,895.6527833864386,88.33843416496087,0.8089570902016,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,2400.0,4800.0
DeepSeek-V3-MoE,moe,506944,64.0,1013.888,89.67514409594749,86.48777342928081,1.9626666666666666,1.0769066666666667,0.344064,704.0526099812889,69.4408662476811,2.2624411320320004,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,2400.0,4800.0
LLaMA-3-70B,dense,506944,64.0,1013.888,20.00296570231031,18.638997702310313,0.7918933333333333,0.2525866666666667,0.39867733333333333,906.9626038607182,89.4539242855935,0.8089570902016,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,2400.0,9600.0
DeepSeek-V3-MoE,moe,506944,64.0,1013.888,89.13669076261415,86.48777342928081,1.9626666666666666,0.5384533333333333,0.344064,708.305622645805,69.86034183714621,2.2624411320320004,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,2400.0,9600.0
LLaMA-3-70B,dense,506944,64.0,1013.888,20.205035035643647,18.638997702310313,0.39594666666666667,1.0103466666666667,0.19933866666666666,897.8921257151917,88.5593009992417,0.8089570902016,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,4800.0,2400.0
DeepSeek-V3-MoE,moe,506944,64.0,1013.888,89.69681876261414,86.48777342928081,0.9813333333333333,2.1538133333333334,0.172032,703.8824801389194,69.42408630331155,2.2624411320320004,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,4800.0,2400.0
LLaMA-3-70B,dense,506944,64.0,1013.888,19.69986170231031,18.638997702310313,0.39594666666666667,0.5051733333333334,0.19933866666666666,920.9172192399905,90.8302711187025,0.8089570902016,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,4800.0,4800.0
DeepSeek-V3-MoE,moe,506944,64.0,1013.888,88.61991209594748,86.48777342928081,0.9813333333333333,1.0769066666666667,0.172032,712.4360401400935,70.26772583757707,2.2624411320320004,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,4800.0,4800.0
LLaMA-3-70B,dense,506944,64.0,1013.888,19.447275035643646,18.638997702310313,0.39594666666666667,0.2525866666666667,0.19933866666666666,932.8783505685406,92.01000017443155,0.8089570902016,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,4800.0,9600.0
DeepSeek-V3-MoE,moe,506944,64.0,1013.888,88.08145876261415,86.48777342928081,0.9813333333333333,0.5384533333333333,0.172032,716.7912536661785,70.6972815208562,2.2624411320320004,True,Compute Pipeline Bound (Balanced Design),712x712,64.0,4800.0,9600.0
LLaMA-3-70B,dense,506944,128.0,1013.888,21.79564836897698,18.638997702310313,1.5837866666666667,1.0103466666666667,0.720896,832.3653213329723,82.09637764062423,0.7976828010496,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,1200.0,2400.0
DeepSeek-V3-MoE,moe,506944,128.0,1013.888,92.78605609594747,86.48777342928081,3.925333333333333,2.1538133333333334,0.6116693333333333,680.447277400311,67.11266702045108,2.25116684288,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,1200.0,2400.0
LLaMA-3-70B,dense,506944,128.0,1013.888,21.290475035643645,18.638997702310313,1.5837866666666667,0.5051733333333334,0.720896,852.1154097281295,84.04433327232688,0.7976828010496,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,1200.0,4800.0
DeepSeek-V3-MoE,moe,506944,128.0,1013.888,91.70914942928081,86.48777342928081,3.925333333333333,1.0769066666666667,0.6116693333333333,688.4375184385037,67.90074627952039,2.25116684288,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,1200.0,4800.0
LLaMA-3-70B,dense,506944,128.0,1013.888,21.03788836897698,18.638997702310313,1.5837866666666667,0.2525866666666667,0.720896,862.3461414053598,85.05339262377697,0.7976828010496,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,1200.0,9600.0
DeepSeek-V3-MoE,moe,506944,128.0,1013.888,91.17069609594748,86.48777342928081,3.925333333333333,0.5384533333333333,0.6116693333333333,692.5034243980767,68.30176749286674,2.25116684288,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,1200.0,9600.0
LLaMA-3-70B,dense,506944,128.0,1013.888,20.72249636897698,18.638997702310313,0.7918933333333333,1.0103466666666667,0.360448,875.4708667949749,86.34788722176165,0.7976828010496,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,2400.0,2400.0
DeepSeek-V3-MoE,moe,506944,128.0,1013.888,90.71382142928081,86.48777342928081,1.9626666666666666,2.1538133333333334,0.30583466666666664,695.9911759468752,68.64576520748595,2.25116684288,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,2400.0,2400.0
LLaMA-3-70B,dense,506944,128.0,1013.888,20.217323035643645,18.638997702310313,0.7918933333333333,0.5051733333333334,0.360448,897.3463908312343,88.5054750456889,0.7976828010496,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,2400.0,4800.0
DeepSeek-V3-MoE,moe,506944,128.0,1013.888,89.63691476261415,86.48777342928081,1.9626666666666666,1.0769066666666667,0.30583466666666664,704.3528820509207,69.47048214900666,2.25116684288,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,2400.0,4800.0
LLaMA-3-70B,dense,506944,128.0,1013.888,19.96473636897698,18.638997702310313,0.7918933333333333,0.2525866666666667,0.360448,908.6992947472422,89.62521449580646,0.7976828010496,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,2400.0,9600.0
DeepSeek-V3-MoE,moe,506944,128.0,1013.888,89.09846142928082,86.48777342928081,1.9626666666666666,0.5384533333333333,0.30583466666666664,708.609534198436,69.89031670149326,2.25116684288,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,2400.0,9600.0
LLaMA-3-70B,dense,506944,128.0,1013.888,20.18592036897698,18.638997702310313,0.39594666666666667,1.0103466666666667,0.180224,898.7423672881272,88.64316051557245,0.7976828010496,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,4800.0,2400.0
DeepSeek-V3-MoE,moe,506944,128.0,1013.888,89.67770409594748,86.48777342928081,0.9813333333333333,2.1538133333333334,0.15291733333333332,704.0325116223968,69.43888394205246,2.25116684288,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,4800.0,2400.0
LLaMA-3-70B,dense,506944,128.0,1013.888,19.680747035643645,18.638997702310313,0.39594666666666667,0.5051733333333334,0.180224,921.8116479749102,90.91848882469368,0.7976828010496,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,4800.0,4800.0
DeepSeek-V3-MoE,moe,506944,128.0,1013.888,88.60079742928082,86.48777342928081,0.9813333333333333,1.0769066666666667,0.15291733333333332,712.5897405335857,70.28288534173258,2.25116684288,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,4800.0,4800.0
LLaMA-3-70B,dense,506944,128.0,1013.888,19.42816036897698,18.638997702310313,0.39594666666666667,0.2525866666666667,0.180224,933.7961759505124,92.1005254969496,0.7976828010496,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,4800.0,9600.0
DeepSeek-V3-MoE,moe,506944,128.0,1013.888,88.06234409594748,86.48777342928081,0.9813333333333333,0.5384533333333333,0.15291733333333332,716.9468391894128,70.71262695577941,2.25116684288,True,Compute Pipeline Bound (Balanced Design),712x712,128.0,4800.0,9600.0
LLaMA-3-70B,dense,506944,256.0,1013.888,21.642731035643646,18.638997702310313,1.5837866666666667,1.0103466666666667,0.5679786666666666,838.2464222479981,82.67643193804425,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,1200.0,2400.0
DeepSeek-V3-MoE,moe,506944,256.0,1013.888,92.63313876261414,86.48777342928081,3.925333333333333,2.1538133333333334,0.458752,681.5705490990131,67.22345555909656,2.228618264576,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,1200.0,2400.0
LLaMA-3-70B,dense,506944,256.0,1013.888,21.13755770231031,18.638997702310313,1.5837866666666667,0.5051733333333334,0.5679786666666666,858.2799448169503,84.65234274564352,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,1200.0,4800.0
DeepSeek-V3-MoE,moe,506944,256.0,1013.888,91.55623209594748,86.48777342928081,3.925333333333333,1.0769066666666667,0.458752,689.5873476426578,68.01415419086308,2.228618264576,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,1200.0,4800.0
LLaMA-3-70B,dense,506944,256.0,1013.888,20.884971035643645,18.638997702310313,1.5837866666666667,0.2525866666666667,0.5679786666666666,868.6601397407632,85.67614369050261,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,1200.0,9600.0
DeepSeek-V3-MoE,moe,506944,256.0,1013.888,91.01777876261414,86.48777342928081,3.925333333333333,0.5384533333333333,0.458752,693.666886948172,68.41652006416605,2.228618264576,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,1200.0,9600.0
LLaMA-3-70B,dense,506944,256.0,1013.888,20.646037702310313,18.638997702310313,0.7918933333333333,1.0103466666666667,0.2839893333333333,878.7130063350555,86.6676601690774,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,2400.0,2400.0
DeepSeek-V3-MoE,moe,506944,256.0,1013.888,90.63736276261415,86.48777342928081,1.9626666666666666,2.1538133333333334,0.229376,696.5782909698931,68.70367249340096,2.228618264576,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,2400.0,2400.0
LLaMA-3-70B,dense,506944,256.0,1013.888,20.140864368976978,18.638997702310313,0.7918933333333333,0.5051733333333334,0.2839893333333333,900.7528935177218,88.84145916686278,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,2400.0,4800.0
DeepSeek-V3-MoE,moe,506944,256.0,1013.888,89.56045609594749,86.48777342928081,1.9626666666666666,1.0769066666666667,0.229376,704.9541952260874,69.52978980184078,2.228618264576,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,2400.0,4800.0
LLaMA-3-70B,dense,506944,256.0,1013.888,19.88827770231031,18.638997702310313,0.7918933333333333,0.2525866666666667,0.2839893333333333,912.1927061686467,89.96977044492554,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,2400.0,9600.0
DeepSeek-V3-MoE,moe,506944,256.0,1013.888,89.02200276261415,86.48777342928081,1.9626666666666666,0.5384533333333333,0.229376,709.218140368717,69.95034366406514,2.228618264576,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,2400.0,9600.0
LLaMA-3-70B,dense,506944,256.0,1013.888,20.147691035643646,18.638997702310313,0.39594666666666667,1.0103466666666667,0.14199466666666666,900.4476903188936,88.81135690716269,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,4800.0,2400.0
DeepSeek-V3-MoE,moe,506944,256.0,1013.888,89.63947476261414,86.48777342928081,0.9813333333333333,2.1538133333333334,0.114688,704.3327665450811,69.46849815217075,2.228618264576,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,4800.0,2400.0
LLaMA-3-70B,dense,506944,256.0,1013.888,19.64251770231031,18.638997702310313,0.39594666666666667,0.5051733333333334,0.14199466666666666,923.6057278018989,91.09543931892861,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,4800.0,4800.0
DeepSeek-V3-MoE,moe,506944,256.0,1013.888,88.56256809594748,86.48777342928081,0.9813333333333333,1.0769066666666667,0.114688,712.8973403616671,70.31322398151148,2.228618264576,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,4800.0,4800.0
LLaMA-3-70B,dense,506944,256.0,1013.888,19.389931035643645,18.638997702310313,0.39594666666666667,0.2525866666666667,0.14199466666666666,935.6372554886592,92.28211158319846,0.7751342227456,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,4800.0,9600.0
DeepSeek-V3-MoE,moe,506944,256.0,1013.888,88.02411476261415,86.48777342928081,0.9813333333333333,0.5384533333333333,0.114688,717.2582129507005,70.74333781943375,2.228618264576,True,Compute Pipeline Bound (Balanced Design),712x712,256.0,4800.0,9600.0
